,Week ,DOY,Location,daily_C_Medlyn,daily_C_new,diff_Hdfit200_W1,diff_HdFit200_W12,SD_temp,SD_VPD,SD_PAR
580,1,Aug_18,London,0.074279835,0.07427472,5.12E-06,8.69E-06,2.627102333,0.309707674,0.309707674
598,1,Aug_18,London,0.11107232,0.111064061,8.26E-06,1.40E-05,2.627102333,0.309707674,0.309707674
616,1,Aug_18,London,0.076144342,0.076146489,-2.15E-06,-3.65E-06,2.627102333,0.309707674,0.309707674
634,1,Aug_18,London,0.132204162,0.132202609,1.55E-06,2.64E-06,2.627102333,0.309707674,0.309707674
652,1,Aug_18,London,0.130046456,0.130050769,-4.31E-06,-7.33E-06,2.627102333,0.309707674,0.309707674
670,1,Aug_18,London,0.081483184,0.0814774,5.78E-06,9.83E-06,2.627102333,0.309707674,0.309707674
688,1,Aug_18,London,0.149010837,0.148999462,1.14E-05,1.93E-05,2.627102333,0.309707674,0.309707674
706,1,Aug_18,London,0.141893899,0.14188378,1.01E-05,1.72E-05,2.627102333,0.309707674,0.309707674
724,1,Aug_18,London,0.082337593,0.082339993,-2.40E-06,-4.08E-06,2.627102333,0.309707674,0.309707674
742,1,Aug_18,London,0.088585932,0.088584157,1.77E-06,3.01E-06,2.627102333,0.309707674,0.309707674
760,1,Aug_18,London,0.052932188,0.05296247,-3.03E-05,-5.14E-05,2.627102333,0.309707674,0.309707674
778,1,Aug_18,London,0.075300209,0.075294519,5.69E-06,9.67E-06,2.627102333,0.309707674,0.309707674
796,1,Aug_18,London,0.057365914,0.057371601,-5.69E-06,-9.66E-06,2.627102333,0.309707674,0.309707674
814,1,Aug_18,London,0.105111039,0.105107506,3.53E-06,6.00E-06,2.627102333,0.309707674,0.309707674
832,1,Aug_18,London,0.066652725,0.066653645,-9.20E-07,-1.56E-06,2.627102333,0.309707674,0.309707674
850,1,Aug_18,London,0.089787815,0.089792463,-4.65E-06,-7.90E-06,2.627102333,0.309707674,0.309707674
868,1,Aug_18,London,0.118361526,0.118826955,-0.000465429,-0.000790702,2.627102333,0.309707674,0.309707674
886,1,Aug_18,London,0.098742282,0.098738262,4.02E-06,6.83E-06,2.627102333,0.309707674,0.309707674
6,1,Aug_19,London,0.046938085,0.046943754,-5.67E-06,-9.63E-06,2.599466919,0.495978216,0.495978216
24,1,Aug_19,London,0.045680319,0.045676464,3.86E-06,6.55E-06,2.599466919,0.495978216,0.495978216
42,1,Aug_19,London,0.014204474,0.01419231,1.22E-05,2.07E-05,2.599466919,0.495978216,0.495978216
60,1,Aug_19,London,0.014204474,0.01419231,1.22E-05,2.07E-05,2.599466919,0.495978216,0.495978216
78,1,Aug_19,London,0.153029995,0.153027591,2.40E-06,4.08E-06,2.599466919,0.495978216,0.495978216
96,1,Aug_19,London,0.135880649,0.135875636,5.01E-06,8.52E-06,2.599466919,0.495978216,0.495978216
114,1,Aug_19,London,0.114808549,0.114799551,9.00E-06,1.53E-05,2.599466919,0.495978216,0.495978216
132,1,Aug_19,London,0.055394732,0.05539843,-3.70E-06,-6.28E-06,2.599466919,0.495978216,0.495978216
150,1,Aug_19,London,0.059870374,0.059741711,0.000128663,0.000218581,2.599466919,0.495978216,0.495978216
168,1,Aug_19,London,0.123430606,0.123430105,5.01E-07,8.51E-07,2.599466919,0.495978216,0.495978216
186,1,Aug_19,London,0.139550609,0.139553807,-3.20E-06,-5.43E-06,2.599466919,0.495978216,0.495978216
204,1,Aug_19,London,0.099376389,0.09936235,1.40E-05,2.39E-05,2.599466919,0.495978216,0.495978216
222,1,Aug_19,London,0.046130186,0.046132133,-1.95E-06,-3.31E-06,2.599466919,0.495978216,0.495978216
240,1,Aug_19,London,0.095797521,0.095801423,-3.90E-06,-6.63E-06,2.599466919,0.495978216,0.495978216
258,1,Aug_19,London,0.057240114,0.057240889,-7.75E-07,-1.32E-06,2.599466919,0.495978216,0.495978216
276,1,Aug_19,London,0.135324159,0.135320515,3.64E-06,6.19E-06,2.599466919,0.495978216,0.495978216
294,1,Aug_19,London,0.116449995,0.116449634,3.61E-07,6.14E-07,2.599466919,0.495978216,0.495978216
312,1,Aug_19,London,0.030406048,0.030400181,5.87E-06,9.97E-06,2.599466919,0.495978216,0.495978216
330,1,Aug_19,London,0.116498068,0.116493912,4.16E-06,7.06E-06,2.599466919,0.495978216,0.495978216
348,1,Aug_19,London,0.116265168,0.116265985,-8.17E-07,-1.39E-06,2.599466919,0.495978216,0.495978216
366,1,Aug_19,London,0.127001269,0.126991491,9.78E-06,1.66E-05,2.599466919,0.495978216,0.495978216
384,1,Aug_19,London,0.107240943,0.107233877,7.07E-06,1.20E-05,2.599466919,0.495978216,0.495978216
402,1,Aug_19,London,0.127963588,0.127965597,-2.01E-06,-3.41E-06,2.599466919,0.495978216,0.495978216
420,1,Aug_19,London,0.125417432,0.125423517,-6.09E-06,-1.03E-05,2.599466919,0.495978216,0.495978216
438,1,Aug_19,London,0.021290682,0.02128951,1.17E-06,1.99E-06,2.599466919,0.495978216,0.495978216
456,1,Aug_19,London,0.031315763,0.031315127,6.37E-07,1.08E-06,2.599466919,0.495978216,0.495978216
474,1,Aug_19,London,0.091079264,0.091067016,1.22E-05,2.08E-05,2.599466919,0.495978216,0.495978216
492,1,Aug_19,London,0.112186932,0.11216208,2.49E-05,4.22E-05,2.599466919,0.495978216,0.495978216
510,1,Aug_19,London,0.122941266,0.122936339,4.93E-06,8.37E-06,2.599466919,0.495978216,0.495978216
528,1,Aug_19,London,0.109496716,0.109491025,5.69E-06,9.67E-06,2.599466919,0.495978216,0.495978216
546,1,Aug_19,London,0.094777127,0.094775152,1.98E-06,3.36E-06,2.599466919,0.495978216,0.495978216
564,1,Aug_19,London,0.086334032,0.086335148,-1.12E-06,-1.90E-06,2.599466919,0.495978216,0.495978216
582,1,Aug_19,London,0.072009984,0.072003772,6.21E-06,1.06E-05,2.599466919,0.495978216,0.495978216
600,1,Aug_19,London,0.114021964,0.114021101,8.63E-07,1.47E-06,2.599466919,0.495978216,0.495978216
618,1,Aug_19,London,0.073911048,0.073913803,-2.76E-06,-4.68E-06,2.599466919,0.495978216,0.495978216
636,1,Aug_19,London,0.145436178,0.145444505,-8.33E-06,-1.41E-05,2.599466919,0.495978216,0.495978216
654,1,Aug_19,London,0.130418621,0.130428908,-1.03E-05,-1.75E-05,2.599466919,0.495978216,0.495978216
672,1,Aug_19,London,0.078129144,0.078119509,9.63E-06,1.64E-05,2.599466919,0.495978216,0.495978216
690,1,Aug_19,London,0.151096772,0.151087819,8.95E-06,1.52E-05,2.599466919,0.495978216,0.495978216
708,1,Aug_19,London,0.144935908,0.144929561,6.35E-06,1.08E-05,2.599466919,0.495978216,0.495978216
726,1,Aug_19,London,0.080869913,0.080875319,-5.41E-06,-9.18E-06,2.599466919,0.495978216,0.495978216
744,1,Aug_19,London,0.089200977,0.089200514,4.63E-07,7.87E-07,2.599466919,0.495978216,0.495978216
762,1,Aug_19,London,0.050964511,0.050999475,-3.50E-05,-5.94E-05,2.599466919,0.495978216,0.495978216
780,1,Aug_19,London,0.071950921,0.071944702,6.22E-06,1.06E-05,2.599466919,0.495978216,0.495978216
798,1,Aug_19,London,0.054256179,0.054260189,-4.01E-06,-6.81E-06,2.599466919,0.495978216,0.495978216
816,1,Aug_19,London,0.106640725,0.106636711,4.01E-06,6.82E-06,2.599466919,0.495978216,0.495978216
834,1,Aug_19,London,0.064992091,0.064991305,7.86E-07,1.33E-06,2.599466919,0.495978216,0.495978216
852,1,Aug_19,London,0.087827928,0.087834737,-6.81E-06,-1.16E-05,2.599466919,0.495978216,0.495978216
870,1,Aug_19,London,0.130506688,0.130355899,0.000150789,0.00025617,2.599466919,0.495978216,0.495978216
888,1,Aug_19,London,0.099420094,0.099416352,3.74E-06,6.36E-06,2.599466919,0.495978216,0.495978216
8,1,May_17,London,0.053197089,0.053291151,-9.41E-05,-0.000159799,2.345482089,0.177605507,0.177605507
26,1,May_17,London,-0.005644459,-0.005666894,2.24E-05,3.81E-05,2.345482089,0.177605507,0.177605507
44,1,May_17,London,-0.011540317,-0.011552476,1.22E-05,2.07E-05,2.345482089,0.177605507,0.177605507
62,1,May_17,London,-0.011540317,-0.011552476,1.22E-05,2.07E-05,2.345482089,0.177605507,0.177605507
80,1,May_17,London,0.063820019,0.063888144,-6.81E-05,-0.000115735,2.345482089,0.177605507,0.177605507
98,1,May_17,London,0.122671077,0.122748164,-7.71E-05,-0.000130961,2.345482089,0.177605507,0.177605507
116,1,May_17,London,0.101172766,0.101202217,-2.95E-05,-5.00E-05,2.345482089,0.177605507,0.177605507
134,1,May_17,London,0.029670455,0.029719954,-4.95E-05,-8.41E-05,2.345482089,0.177605507,0.177605507
152,1,May_17,London,0.086156053,0.083614267,0.002541786,0.004318161,2.345482089,0.177605507,0.177605507
170,1,May_17,London,0.100586929,0.100647156,-6.02E-05,-0.000102317,2.345482089,0.177605507,0.177605507
188,1,May_17,London,0.131740678,0.131722815,1.79E-05,3.03E-05,2.345482089,0.177605507,0.177605507
206,1,May_17,London,0.083014681,0.083035169,-2.05E-05,-3.48E-05,2.345482089,0.177605507,0.177605507
224,1,May_17,London,0.033769575,0.033819881,-5.03E-05,-8.55E-05,2.345482089,0.177605507,0.177605507
242,1,May_17,London,0.047553021,0.047589255,-3.62E-05,-6.16E-05,2.345482089,0.177605507,0.177605507
260,1,May_17,London,0.084594848,0.084601453,-6.60E-06,-1.12E-05,2.345482089,0.177605507,0.177605507
278,1,May_17,London,0.135945935,0.13601429,-6.84E-05,-0.000116127,2.345482089,0.177605507,0.177605507
296,1,May_17,London,0.106691215,0.106767601,-7.64E-05,-0.000129771,2.345482089,0.177605507,0.177605507
314,1,May_17,London,0.034405954,0.03442622,-2.03E-05,-3.44E-05,2.345482089,0.177605507,0.177605507
332,1,May_17,London,0.1171616,0.117240408,-7.88E-05,-0.000133885,2.345482089,0.177605507,0.177605507
350,1,May_17,London,0.112255931,0.112335237,-7.93E-05,-0.00013473,2.345482089,0.177605507,0.177605507
368,1,May_17,London,0.127113145,0.127166726,-5.36E-05,-9.10E-05,2.345482089,0.177605507,0.177605507
386,1,May_17,London,0.11022707,0.110287326,-6.03E-05,-0.000102366,2.345482089,0.177605507,0.177605507
404,1,May_17,London,0.076101199,0.076144622,-4.34E-05,-7.38E-05,2.345482089,0.177605507,0.177605507
422,1,May_17,London,0.09031163,0.090365607,-5.40E-05,-9.17E-05,2.345482089,0.177605507,0.177605507
440,1,May_17,London,0.019811588,0.01983834,-2.68E-05,-4.54E-05,2.345482089,0.177605507,0.177605507
458,1,May_17,London,0.021326,0.021348809,-2.28E-05,-3.87E-05,2.345482089,0.177605507,0.177605507
476,1,May_17,London,0.078499595,0.07852209,-2.25E-05,-3.82E-05,2.345482089,0.177605507,0.177605507
494,1,May_17,London,0.114459577,0.114484324,-2.47E-05,-4.20E-05,2.345482089,0.177605507,0.177605507
512,1,May_17,London,0.086761932,0.086810815,-4.89E-05,-8.30E-05,2.345482089,0.177605507,0.177605507
530,1,May_17,London,0.098989451,0.099044091,-5.46E-05,-9.28E-05,2.345482089,0.177605507,0.177605507
548,1,May_17,London,0.086263926,0.0863105,-4.66E-05,-7.91E-05,2.345482089,0.177605507,0.177605507
566,1,May_17,London,0.043838344,0.043867861,-2.95E-05,-5.01E-05,2.345482089,0.177605507,0.177605507
584,1,May_17,London,0.063611932,0.063643898,-3.20E-05,-5.43E-05,2.345482089,0.177605507,0.177605507
602,1,May_17,London,0.089586718,0.089637016,-5.03E-05,-8.55E-05,2.345482089,0.177605507,0.177605507
620,1,May_17,London,0.071571743,0.071638076,-6.63E-05,-0.00011269,2.345482089,0.177605507,0.177605507
638,1,May_17,London,0.125186008,0.125218607,-3.26E-05,-5.54E-05,2.345482089,0.177605507,0.177605507
656,1,May_17,London,0.106288823,0.106385569,-9.67E-05,-0.000164359,2.345482089,0.177605507,0.177605507
674,1,May_17,London,0.052258221,0.052252835,5.39E-06,9.15E-06,2.345482089,0.177605507,0.177605507
692,1,May_17,London,0.13566864,0.135671156,-2.52E-06,-4.27E-06,2.345482089,0.177605507,0.177605507
710,1,May_17,London,0.142506585,0.14258489,-7.83E-05,-0.000133029,2.345482089,0.177605507,0.177605507
728,1,May_17,London,0.01394794,0.013987553,-3.96E-05,-6.73E-05,2.345482089,0.177605507,0.177605507
746,1,May_17,London,0.019641043,0.019684464,-4.34E-05,-7.38E-05,2.345482089,0.177605507,0.177605507
764,1,May_17,London,-0.011696033,-0.01167806,-1.80E-05,-3.05E-05,2.345482089,0.177605507,0.177605507
782,1,May_17,London,0.047960884,0.048007569,-4.67E-05,-7.93E-05,2.345482089,0.177605507,0.177605507
800,1,May_17,London,0.012415662,0.012455238,-3.96E-05,-6.72E-05,2.345482089,0.177605507,0.177605507
818,1,May_17,London,0.054154835,0.05421554,-6.07E-05,-0.000103131,2.345482089,0.177605507,0.177605507
836,1,May_17,London,0.020379309,0.020418983,-3.97E-05,-6.74E-05,2.345482089,0.177605507,0.177605507
854,1,May_17,London,0.048651602,0.04870773,-5.61E-05,-9.54E-05,2.345482089,0.177605507,0.177605507
872,1,May_17,London,0.151029379,0.150124232,0.000905147,0.001537726,2.345482089,0.177605507,0.177605507
890,1,May_17,London,0.096070282,0.096130863,-6.06E-05,-0.00010292,2.345482089,0.177605507,0.177605507
10,1,May_18,London,0.056655818,0.056741843,-8.60E-05,-0.000146146,4.482235467,0.375190219,0.375190219
28,1,May_18,London,0.003593639,0.003565563,2.81E-05,4.77E-05,4.482235467,0.375190219,0.375190219
46,1,May_18,London,-0.006795768,-0.00680958,1.38E-05,2.35E-05,4.482235467,0.375190219,0.375190219
64,1,May_18,London,-0.006795768,-0.00680958,1.38E-05,2.35E-05,4.482235467,0.375190219,0.375190219
82,1,May_18,London,0.077042072,0.07711216,-7.01E-05,-0.000119071,4.482235467,0.375190219,0.375190219
100,1,May_18,London,0.122646153,0.122673108,-2.70E-05,-4.58E-05,4.482235467,0.375190219,0.375190219
118,1,May_18,London,0.108456989,0.108469536,-1.25E-05,-2.13E-05,4.482235467,0.375190219,0.375190219
136,1,May_18,London,0.035486367,0.035528246,-4.19E-05,-7.11E-05,4.482235467,0.375190219,0.375190219
154,1,May_18,London,0.090950657,0.08838516,0.002565498,0.004358443,4.482235467,0.375190219,0.375190219
172,1,May_18,London,0.108693649,0.108735002,-4.14E-05,-7.03E-05,4.482235467,0.375190219,0.375190219
190,1,May_18,London,0.125564273,0.125561119,3.15E-06,5.36E-06,4.482235467,0.375190219,0.375190219
208,1,May_18,London,0.091480586,0.091502197,-2.16E-05,-3.67E-05,4.482235467,0.375190219,0.375190219
226,1,May_18,London,0.03848139,0.038528045,-4.67E-05,-7.93E-05,4.482235467,0.375190219,0.375190219
244,1,May_18,London,0.05626074,0.056296188,-3.54E-05,-6.02E-05,4.482235467,0.375190219,0.375190219
262,1,May_18,London,0.088890979,0.088896728,-5.75E-06,-9.77E-06,4.482235467,0.375190219,0.375190219
280,1,May_18,London,0.125691456,0.125711304,-1.98E-05,-3.37E-05,4.482235467,0.375190219,0.375190219
298,1,May_18,London,0.111585504,0.111631806,-4.63E-05,-7.87E-05,4.482235467,0.375190219,0.375190219
316,1,May_18,London,0.037941002,0.037960133,-1.91E-05,-3.25E-05,4.482235467,0.375190219,0.375190219
334,1,May_18,London,0.118616303,0.1186543,-3.80E-05,-6.46E-05,4.482235467,0.375190219,0.375190219
352,1,May_18,London,0.115164012,0.115211813,-4.78E-05,-8.12E-05,4.482235467,0.375190219,0.375190219
370,1,May_18,London,0.123256517,0.123262867,-6.35E-06,-1.08E-05,4.482235467,0.375190219,0.375190219
388,1,May_18,London,0.113037917,0.113072587,-3.47E-05,-5.89E-05,4.482235467,0.375190219,0.375190219
406,1,May_18,London,0.086574197,0.086615932,-4.17E-05,-7.09E-05,4.482235467,0.375190219,0.375190219
424,1,May_18,London,0.101861074,0.101921026,-6.00E-05,-0.000101851,4.482235467,0.375190219,0.375190219
442,1,May_18,London,0.023272663,0.02329425,-2.16E-05,-3.67E-05,4.482235467,0.375190219,0.375190219
460,1,May_18,London,0.025781206,0.025799482,-1.83E-05,-3.10E-05,4.482235467,0.375190219,0.375190219
478,1,May_18,London,0.085848168,0.085871101,-2.29E-05,-3.90E-05,4.482235467,0.375190219,0.375190219
496,1,May_18,London,0.11556222,0.115574079,-1.19E-05,-2.01E-05,4.482235467,0.375190219,0.375190219
514,1,May_18,London,0.096961317,0.09701829,-5.70E-05,-9.68E-05,4.482235467,0.375190219,0.375190219
532,1,May_18,London,0.10660001,0.106626818,-2.68E-05,-4.55E-05,4.482235467,0.375190219,0.375190219
550,1,May_18,London,0.094905668,0.094950343,-4.47E-05,-7.59E-05,4.482235467,0.375190219,0.375190219
568,1,May_18,London,0.051654944,0.051681623,-2.67E-05,-4.53E-05,4.482235467,0.375190219,0.375190219
586,1,May_18,London,0.069561853,0.069591995,-3.01E-05,-5.12E-05,4.482235467,0.375190219,0.375190219
604,1,May_18,London,0.099614161,0.099655743,-4.16E-05,-7.06E-05,4.482235467,0.375190219,0.375190219
622,1,May_18,London,0.077520675,0.077590396,-6.97E-05,-0.000118447,4.482235467,0.375190219,0.375190219
640,1,May_18,London,0.125020597,0.125029244,-8.65E-06,-1.47E-05,4.482235467,0.375190219,0.375190219
658,1,May_18,London,0.112918528,0.112971309,-5.28E-05,-8.97E-05,4.482235467,0.375190219,0.375190219
676,1,May_18,London,0.059137257,0.059129478,7.78E-06,1.32E-05,4.482235467,0.375190219,0.375190219
694,1,May_18,London,0.126489176,0.126494415,-5.24E-06,-8.90E-06,4.482235467,0.375190219,0.375190219
712,1,May_18,London,0.126859872,0.126867153,-7.28E-06,-1.24E-05,4.482235467,0.375190219,0.375190219
730,1,May_18,London,0.023527803,0.023565587,-3.78E-05,-6.42E-05,4.482235467,0.375190219,0.375190219
748,1,May_18,London,0.029923179,0.029958189,-3.50E-05,-5.95E-05,4.482235467,0.375190219,0.375190219
766,1,May_18,London,-0.005593928,-0.005572359,-2.16E-05,-3.66E-05,4.482235467,0.375190219,0.375190219
784,1,May_18,London,0.054165864,0.054212302,-4.64E-05,-7.89E-05,4.482235467,0.375190219,0.375190219
802,1,May_18,London,0.019688215,0.019725141,-3.69E-05,-6.27E-05,4.482235467,0.375190219,0.375190219
820,1,May_18,London,0.065565542,0.065622237,-5.67E-05,-9.63E-05,4.482235467,0.375190219,0.375190219
838,1,May_18,London,0.030329895,0.030361812,-3.19E-05,-5.42E-05,4.482235467,0.375190219,0.375190219
856,1,May_18,London,0.058326844,0.058381094,-5.43E-05,-9.22E-05,4.482235467,0.375190219,0.375190219
874,1,May_18,London,0.128477051,0.127969462,0.000507589,0.000862327,4.482235467,0.375190219,0.375190219
892,1,May_18,London,0.104097672,0.104127837,-3.02E-05,-5.12E-05,4.482235467,0.375190219,0.375190219
12,1,May_19,London,0.052564592,0.052570223,-5.63E-06,-9.57E-06,6.410655475,0.530279478,0.530279478
30,1,May_19,London,0.038377214,0.038364026,1.32E-05,2.24E-05,6.410655475,0.530279478,0.530279478
48,1,May_19,London,0.012654268,0.0126421,1.22E-05,2.07E-05,6.410655475,0.530279478,0.530279478
66,1,May_19,London,0.012654268,0.0126421,1.22E-05,2.07E-05,6.410655475,0.530279478,0.530279478
84,1,May_19,London,0.143056319,0.143052881,3.44E-06,5.84E-06,6.410655475,0.530279478,0.530279478
102,1,May_19,London,0.127852757,0.127846994,5.76E-06,9.79E-06,6.410655475,0.530279478,0.530279478
120,1,May_19,London,0.111632626,0.1116254,7.23E-06,1.23E-05,6.410655475,0.530279478,0.530279478
138,1,May_19,London,0.059784377,0.05979351,-9.13E-06,-1.55E-05,6.410655475,0.530279478,0.530279478
156,1,May_19,London,0.062775816,0.062795008,-1.92E-05,-3.26E-05,6.410655475,0.530279478,0.530279478
174,1,May_19,London,0.118571335,0.118570154,1.18E-06,2.01E-06,6.410655475,0.530279478,0.530279478
192,1,May_19,London,0.129587132,0.129591759,-4.63E-06,-7.86E-06,6.410655475,0.530279478,0.530279478
210,1,May_19,London,0.09903832,0.099026549,1.18E-05,2.00E-05,6.410655475,0.530279478,0.530279478
228,1,May_19,London,0.051419684,0.051428104,-8.42E-06,-1.43E-05,6.410655475,0.530279478,0.530279478
246,1,May_19,London,0.098300229,0.098303891,-3.66E-06,-6.22E-06,6.410655475,0.530279478,0.530279478
264,1,May_19,London,0.06063951,0.060640606,-1.10E-06,-1.86E-06,6.410655475,0.530279478,0.530279478
282,1,May_19,London,0.126390656,0.126386239,4.42E-06,7.50E-06,6.410655475,0.530279478,0.530279478
300,1,May_19,London,0.112995725,0.11299418,1.55E-06,2.63E-06,6.410655475,0.530279478,0.530279478
