,Week ,DOY,Location,daily_C_Medlyn,daily_C_new,diff_Hdfit200_W1,diff_HdFit200_W12,SD_temp,SD_VPD,SD_PAR
318,1,May_19,London,0.038230448,0.038226457,3.99E-06,6.78E-06,6.410655475,0.530279478,0.530279478
336,1,May_19,London,0.112352967,0.112348197,4.77E-06,8.10E-06,6.410655475,0.530279478,0.530279478
354,1,May_19,London,0.112567136,0.112566367,7.70E-07,1.31E-06,6.410655475,0.530279478,0.530279478
372,1,May_19,London,0.12003291,0.120024861,8.05E-06,1.37E-05,6.410655475,0.530279478,0.530279478
390,1,May_19,London,0.103651687,0.103643572,8.11E-06,1.38E-05,6.410655475,0.530279478,0.530279478
408,1,May_19,London,0.123578516,0.123579414,-8.98E-07,-1.53E-06,6.410655475,0.530279478,0.530279478
426,1,May_19,London,0.118988781,0.118991318,-2.54E-06,-4.31E-06,6.410655475,0.530279478,0.530279478
444,1,May_19,London,0.027801569,0.027807069,-5.50E-06,-9.34E-06,6.410655475,0.530279478,0.530279478
462,1,May_19,London,0.036775385,0.036778545,-3.16E-06,-5.37E-06,6.410655475,0.530279478,0.530279478
480,1,May_19,London,0.092052792,0.092044073,8.72E-06,1.48E-05,6.410655475,0.530279478,0.530279478
498,1,May_19,London,0.108634312,0.108610258,2.41E-05,4.09E-05,6.410655475,0.530279478,0.530279478
516,1,May_19,London,0.119149232,0.119144312,4.92E-06,8.36E-06,6.410655475,0.530279478,0.530279478
534,1,May_19,London,0.106854276,0.106847666,6.61E-06,1.12E-05,6.410655475,0.530279478,0.530279478
552,1,May_19,London,0.094247393,0.094244598,2.80E-06,4.75E-06,6.410655475,0.530279478,0.530279478
570,1,May_19,London,0.089992377,0.089993093,-7.16E-07,-1.22E-06,6.410655475,0.530279478,0.530279478
588,1,May_19,London,0.075440615,0.075435031,5.58E-06,9.49E-06,6.410655475,0.530279478,0.530279478
606,1,May_19,London,0.11192328,0.11192127,2.01E-06,3.41E-06,6.410655475,0.530279478,0.530279478
624,1,May_19,London,0.076874654,0.076875595,-9.41E-07,-1.60E-06,6.410655475,0.530279478,0.530279478
642,1,May_19,London,0.131537784,0.131540501,-2.72E-06,-4.62E-06,6.410655475,0.530279478,0.530279478
660,1,May_19,London,0.124089494,0.12409543,-5.94E-06,-1.01E-05,6.410655475,0.530279478,0.530279478
678,1,May_19,London,0.083311264,0.083304692,6.57E-06,1.12E-05,6.410655475,0.530279478,0.530279478
696,1,May_19,London,0.139768707,0.139760434,8.27E-06,1.41E-05,6.410655475,0.530279478,0.530279478
714,1,May_19,London,0.134582412,0.134575751,6.66E-06,1.13E-05,6.410655475,0.530279478,0.530279478
732,1,May_19,London,0.083486323,0.083501612,-1.53E-05,-2.60E-05,6.410655475,0.530279478,0.530279478
750,1,May_19,London,0.091325415,0.091330517,-5.10E-06,-8.67E-06,6.410655475,0.530279478,0.530279478
768,1,May_19,London,0.047270732,0.047303289,-3.26E-05,-5.53E-05,6.410655475,0.530279478,0.530279478
786,1,May_19,London,0.076435368,0.076428684,6.68E-06,1.14E-05,6.410655475,0.530279478,0.530279478
804,1,May_19,London,0.05671141,0.056726043,-1.46E-05,-2.49E-05,6.410655475,0.530279478,0.530279478
822,1,May_19,London,0.10399432,0.103988747,5.57E-06,9.47E-06,6.410655475,0.530279478,0.530279478
840,1,May_19,London,0.066606289,0.066611785,-5.50E-06,-9.34E-06,6.410655475,0.530279478,0.530279478
858,1,May_19,London,0.0904855,0.09048977,-4.27E-06,-7.25E-06,6.410655475,0.530279478,0.530279478
876,1,May_19,London,0.120345285,0.120438782,-9.35E-05,-0.00015884,6.410655475,0.530279478,0.530279478
894,1,May_19,London,0.09762959,0.09762423,5.36E-06,9.11E-06,6.410655475,0.530279478,0.530279478
14,1,Oct_17,London,0.030385665,0.030497631,-0.000111966,-0.000190215,0.448649342,0.057859768,0.057859768
32,1,Oct_17,London,-0.010838362,-0.010842705,4.34E-06,7.38E-06,0.448649342,0.057859768,0.057859768
50,1,Oct_17,London,-0.011519069,-0.011521241,2.17E-06,3.69E-06,0.448649342,0.057859768,0.057859768
68,1,Oct_17,London,-0.011519069,-0.011521241,2.17E-06,3.69E-06,0.448649342,0.057859768,0.057859768
86,1,Oct_17,London,0.015592618,0.015655632,-6.30E-05,-0.000107053,0.448649342,0.057859768,0.057859768
104,1,Oct_17,London,0.049688564,0.049725417,-3.69E-05,-6.26E-05,0.448649342,0.057859768,0.057859768
122,1,Oct_17,London,0.043997371,0.044025575,-2.82E-05,-4.79E-05,0.448649342,0.057859768,0.057859768
140,1,Oct_17,London,0.007626008,0.007675377,-4.94E-05,-8.39E-05,0.448649342,0.057859768,0.057859768
158,1,Oct_17,London,0.046310699,0.044952694,0.001358005,0.002307072,0.448649342,0.057859768,0.057859768
176,1,Oct_17,London,0.042678399,0.042715989,-3.76E-05,-6.39E-05,0.448649342,0.057859768,0.057859768
194,1,Oct_17,London,0.050661154,0.050663537,-2.38E-06,-4.05E-06,0.448649342,0.057859768,0.057859768
212,1,Oct_17,London,0.037580247,0.037615327,-3.51E-05,-5.96E-05,0.448649342,0.057859768,0.057859768
230,1,Oct_17,London,0.013603931,0.013668626,-6.47E-05,-0.000109908,0.448649342,0.057859768,0.057859768
248,1,Oct_17,London,0.015808961,0.015855996,-4.70E-05,-7.99E-05,0.448649342,0.057859768,0.057859768
266,1,Oct_17,London,0.043864051,0.043890172,-2.61E-05,-4.44E-05,0.448649342,0.057859768,0.057859768
284,1,Oct_17,London,0.043104077,0.043142788,-3.87E-05,-6.58E-05,0.448649342,0.057859768,0.057859768
302,1,Oct_17,London,0.046396854,0.046452595,-5.57E-05,-9.47E-05,0.448649342,0.057859768,0.057859768
320,1,Oct_17,London,0.01881032,0.018849353,-3.90E-05,-6.63E-05,0.448649342,0.057859768,0.057859768
338,1,Oct_17,London,0.043647067,0.043693075,-4.60E-05,-7.82E-05,0.448649342,0.057859768,0.057859768
356,1,Oct_17,London,0.049065939,0.049106457,-4.05E-05,-6.88E-05,0.448649342,0.057859768,0.057859768
374,1,Oct_17,London,0.051310757,0.051328897,-1.81E-05,-3.08E-05,0.448649342,0.057859768,0.057859768
392,1,Oct_17,London,0.049613793,0.049650398,-3.66E-05,-6.22E-05,0.448649342,0.057859768,0.057859768
410,1,Oct_17,London,0.024218765,0.024267818,-4.91E-05,-8.33E-05,0.448649342,0.057859768,0.057859768
428,1,Oct_17,London,0.027575259,0.027645207,-6.99E-05,-0.000118833,0.448649342,0.057859768,0.057859768
446,1,Oct_17,London,0.007797731,0.007834586,-3.69E-05,-6.26E-05,0.448649342,0.057859768,0.057859768
464,1,Oct_17,London,0.006089808,0.006119198,-2.94E-05,-4.99E-05,0.448649342,0.057859768,0.057859768
482,1,Oct_17,London,0.036328526,0.036359639,-3.11E-05,-5.29E-05,0.448649342,0.057859768,0.057859768
500,1,Oct_17,London,0.042405295,0.042443557,-3.83E-05,-6.50E-05,0.448649342,0.057859768,0.057859768
518,1,Oct_17,London,0.03518378,0.035248521,-6.47E-05,-0.000109987,0.448649342,0.057859768,0.057859768
536,1,Oct_17,London,0.044235808,0.044275563,-3.98E-05,-6.75E-05,0.448649342,0.057859768,0.057859768
554,1,Oct_17,London,0.040434755,0.04047768,-4.29E-05,-7.29E-05,0.448649342,0.057859768,0.057859768
572,1,Oct_17,London,0.011325425,0.011361675,-3.62E-05,-6.16E-05,0.448649342,0.057859768,0.057859768
590,1,Oct_17,London,0.02980394,0.029858198,-5.43E-05,-9.22E-05,0.448649342,0.057859768,0.057859768
608,1,Oct_17,London,0.039034243,0.039086278,-5.20E-05,-8.84E-05,0.448649342,0.057859768,0.057859768
626,1,Oct_17,London,0.036053928,0.03610881,-5.49E-05,-9.32E-05,0.448649342,0.057859768,0.057859768
644,1,Oct_17,London,0.048533723,0.048566479,-3.28E-05,-5.56E-05,0.448649342,0.057859768,0.057859768
662,1,Oct_17,London,0.043539141,0.043589071,-4.99E-05,-8.48E-05,0.448649342,0.057859768,0.057859768
680,1,Oct_17,London,0.024231173,0.024250429,-1.93E-05,-3.27E-05,0.448649342,0.057859768,0.057859768
698,1,Oct_17,London,0.041953667,0.041957364,-3.70E-06,-6.28E-06,0.448649342,0.057859768,0.057859768
716,1,Oct_17,London,0.05275645,0.052782037,-2.56E-05,-4.35E-05,0.448649342,0.057859768,0.057859768
734,1,Oct_17,London,-0.002755096,-0.002728836,-2.63E-05,-4.46E-05,0.448649342,0.057859768,0.057859768
752,1,Oct_17,London,-0.000845438,-0.000815178,-3.03E-05,-5.14E-05,0.448649342,0.057859768,0.057859768
770,1,Oct_17,London,-0.011724027,-0.011719169,-4.86E-06,-8.25E-06,0.448649342,0.057859768,0.057859768
788,1,Oct_17,London,0.018094798,0.018150548,-5.57E-05,-9.47E-05,0.448649342,0.057859768,0.057859768
806,1,Oct_17,London,-0.001157501,-0.001126096,-3.14E-05,-5.34E-05,0.448649342,0.057859768,0.057859768
824,1,Oct_17,London,0.013816865,0.013879873,-6.30E-05,-0.000107042,0.448649342,0.057859768,0.057859768
842,1,Oct_17,London,-0.000241005,-0.000211973,-2.90E-05,-4.93E-05,0.448649342,0.057859768,0.057859768
860,1,Oct_17,London,0.012378796,0.012435395,-5.66E-05,-9.62E-05,0.448649342,0.057859768,0.057859768
878,1,Oct_17,London,0.050299116,0.050314636,-1.55E-05,-2.64E-05,0.448649342,0.057859768,0.057859768
896,1,Oct_17,London,0.044572829,0.044616635,-4.38E-05,-7.44E-05,0.448649342,0.057859768,0.057859768
16,1,Oct_18,London,0.036493748,0.036603319,-0.00010957,-0.000186146,2.703406332,0.172990794,0.172990794
34,1,Oct_18,London,-0.009315152,-0.009322429,7.28E-06,1.24E-05,2.703406332,0.172990794,0.172990794
52,1,Oct_18,London,-0.010466905,-0.010471205,4.30E-06,7.30E-06,2.703406332,0.172990794,0.172990794
70,1,Oct_18,London,-0.010466905,-0.010471205,4.30E-06,7.30E-06,2.703406332,0.172990794,0.172990794
88,1,Oct_18,London,0.025241858,0.025314231,-7.24E-05,-0.000122952,2.703406332,0.172990794,0.172990794
106,1,Oct_18,London,0.085641184,0.085756945,-0.000115761,-0.000196663,2.703406332,0.172990794,0.172990794
124,1,Oct_18,London,0.066877473,0.066936185,-5.87E-05,-9.97E-05,2.703406332,0.172990794,0.172990794
142,1,Oct_18,London,0.012492818,0.012541398,-4.86E-05,-8.25E-05,2.703406332,0.172990794,0.172990794
160,1,Oct_18,London,0.066060121,0.062782935,0.003277186,0.005567509,2.703406332,0.172990794,0.172990794
178,1,Oct_18,London,0.064111935,0.064199489,-8.76E-05,-0.000148741,2.703406332,0.172990794,0.172990794
196,1,Oct_18,London,0.092869877,0.092870456,-5.78E-07,-9.82E-07,2.703406332,0.172990794,0.172990794
214,1,Oct_18,London,0.051474661,0.051524986,-5.03E-05,-8.55E-05,2.703406332,0.172990794,0.172990794
232,1,Oct_18,London,0.018188707,0.018249469,-6.08E-05,-0.000103227,2.703406332,0.172990794,0.172990794
250,1,Oct_18,London,0.022495281,0.022543637,-4.84E-05,-8.22E-05,2.703406332,0.172990794,0.172990794
268,1,Oct_18,London,0.065471755,0.065502899,-3.11E-05,-5.29E-05,2.703406332,0.172990794,0.172990794
286,1,Oct_18,London,0.07619356,0.076297427,-0.000103867,-0.000176456,2.703406332,0.172990794,0.172990794
304,1,Oct_18,London,0.073178945,0.073307446,-0.000128501,-0.000218306,2.703406332,0.172990794,0.172990794
322,1,Oct_18,London,0.022820265,0.022855296,-3.50E-05,-5.95E-05,2.703406332,0.172990794,0.172990794
340,1,Oct_18,London,0.071077205,0.071193285,-0.00011608,-0.000197205,2.703406332,0.172990794,0.172990794
358,1,Oct_18,London,0.080626124,0.08074482,-0.000118695,-0.000201648,2.703406332,0.172990794,0.172990794
376,1,Oct_18,London,0.094388355,0.094472641,-8.43E-05,-0.00014319,2.703406332,0.172990794,0.172990794
394,1,Oct_18,London,0.081226465,0.081327993,-0.000101528,-0.000172483,2.703406332,0.172990794,0.172990794
412,1,Oct_18,London,0.036579429,0.036632677,-5.32E-05,-9.05E-05,2.703406332,0.172990794,0.172990794
430,1,Oct_18,London,0.042555566,0.042634079,-7.85E-05,-0.000133383,2.703406332,0.172990794,0.172990794
448,1,Oct_18,London,0.010753477,0.010786131,-3.27E-05,-5.55E-05,2.703406332,0.172990794,0.172990794
466,1,Oct_18,London,0.009711997,0.009738591,-2.66E-05,-4.52E-05,2.703406332,0.172990794,0.172990794
484,1,Oct_18,London,0.048496206,0.048540116,-4.39E-05,-7.46E-05,2.703406332,0.172990794,0.172990794
502,1,Oct_18,London,0.069349564,0.069447382,-9.78E-05,-0.000166179,2.703406332,0.172990794,0.172990794
520,1,Oct_18,London,0.049610387,0.049686953,-7.66E-05,-0.000130076,2.703406332,0.172990794,0.172990794
538,1,Oct_18,London,0.066635622,0.066723636,-8.80E-05,-0.000149523,2.703406332,0.172990794,0.172990794
556,1,Oct_18,London,0.05587434,0.055946672,-7.23E-05,-0.000122881,2.703406332,0.172990794,0.172990794
574,1,Oct_18,London,0.018213188,0.018248083,-3.49E-05,-5.93E-05,2.703406332,0.172990794,0.172990794
592,1,Oct_18,London,0.03864178,0.038692352,-5.06E-05,-8.59E-05,2.703406332,0.172990794,0.172990794
610,1,Oct_18,London,0.05519614,0.055269312,-7.32E-05,-0.00012431,2.703406332,0.172990794,0.172990794
628,1,Oct_18,London,0.046269096,0.046355032,-8.59E-05,-0.000145994,2.703406332,0.172990794,0.172990794
646,1,Oct_18,London,0.082838803,0.082908458,-6.97E-05,-0.000118335,2.703406332,0.172990794,0.172990794
664,1,Oct_18,London,0.067522481,0.067645514,-0.000123033,-0.000209017,2.703406332,0.172990794,0.172990794
682,1,Oct_18,London,0.030973157,0.030985582,-1.24E-05,-2.11E-05,2.703406332,0.172990794,0.172990794
700,1,Oct_18,London,0.072798746,0.072800286,-1.54E-06,-2.62E-06,2.703406332,0.172990794,0.172990794
718,1,Oct_18,London,0.105029174,0.105154768,-0.000125594,-0.000213368,2.703406332,0.172990794,0.172990794
736,1,Oct_18,London,0.000957202,0.000985724,-2.85E-05,-4.85E-05,2.703406332,0.172990794,0.172990794
754,1,Oct_18,London,0.003491331,0.003523782,-3.25E-05,-5.51E-05,2.703406332,0.172990794,0.172990794
772,1,Oct_18,London,-0.010905352,-0.010898271,-7.08E-06,-1.20E-05,2.703406332,0.172990794,0.172990794
790,1,Oct_18,London,0.025015831,0.025078952,-6.31E-05,-0.000107236,2.703406332,0.172990794,0.172990794
808,1,Oct_18,London,0.002109949,0.002142183,-3.22E-05,-5.48E-05,2.703406332,0.172990794,0.172990794
826,1,Oct_18,London,0.021952694,0.022017116,-6.44E-05,-0.000109444,2.703406332,0.172990794,0.172990794
844,1,Oct_18,London,0.004137464,0.004168124,-3.07E-05,-5.21E-05,2.703406332,0.172990794,0.172990794
862,1,Oct_18,London,0.019729002,0.019786025,-5.70E-05,-9.69E-05,2.703406332,0.172990794,0.172990794
880,1,Oct_18,London,0.098060088,0.098141359,-8.13E-05,-0.000138068,2.703406332,0.172990794,0.172990794
898,1,Oct_18,London,0.066333111,0.066429655,-9.65E-05,-0.000164015,2.703406332,0.172990794,0.172990794
18,1,Oct_19,London,0.040485525,0.040580064,-9.45E-05,-0.000160609,5.223107451,0.229906349,0.229906349
36,1,Oct_19,London,-0.006120316,-0.006132527,1.22E-05,2.07E-05,5.223107451,0.229906349,0.229906349
54,1,Oct_19,London,-0.008920842,-0.008927623,6.78E-06,1.15E-05,5.223107451,0.229906349,0.229906349
72,1,Oct_19,London,-0.008920842,-0.008927623,6.78E-06,1.15E-05,5.223107451,0.229906349,0.229906349
90,1,Oct_19,London,0.038154554,0.038219545,-6.50E-05,-0.00011041,5.223107451,0.229906349,0.229906349
108,1,Oct_19,London,0.099183859,0.099297188,-0.00011333,-0.000192532,5.223107451,0.229906349,0.229906349
126,1,Oct_19,London,0.078783143,0.078836306,-5.32E-05,-9.03E-05,5.223107451,0.229906349,0.229906349
144,1,Oct_19,London,0.017964964,0.018009622,-4.47E-05,-7.59E-05,5.223107451,0.229906349,0.229906349
162,1,Oct_19,London,0.071576946,0.068689314,0.002887632,0.004905707,5.223107451,0.229906349,0.229906349
180,1,Oct_19,London,0.077057497,0.077143637,-8.61E-05,-0.000146341,5.223107451,0.229906349,0.229906349
198,1,Oct_19,London,0.107518723,0.107510997,7.73E-06,1.31E-05,5.223107451,0.229906349,0.229906349
216,1,Oct_19,London,0.060901521,0.060940929,-3.94E-05,-6.69E-05,5.223107451,0.229906349,0.229906349
234,1,Oct_19,London,0.022660622,0.022709676,-4.91E-05,-8.33E-05,5.223107451,0.229906349,0.229906349
252,1,Oct_19,London,0.030121477,0.030160105,-3.86E-05,-6.56E-05,5.223107451,0.229906349,0.229906349
270,1,Oct_19,London,0.068198431,0.068226798,-2.84E-05,-4.82E-05,5.223107451,0.229906349,0.229906349
288,1,Oct_19,London,0.10136957,0.101465833,-9.63E-05,-0.000163537,5.223107451,0.229906349,0.229906349
306,1,Oct_19,London,0.085353521,0.085464299,-0.000110778,-0.000188198,5.223107451,0.229906349,0.229906349
324,1,Oct_19,London,0.025209492,0.025238152,-2.87E-05,-4.87E-05,5.223107451,0.229906349,0.229906349
342,1,Oct_19,London,0.089261367,0.089368919,-0.000107552,-0.000182716,5.223107451,0.229906349,0.229906349
360,1,Oct_19,London,0.092038648,0.092140128,-0.00010148,-0.000172401,5.223107451,0.229906349,0.229906349
378,1,Oct_19,London,0.106363558,0.106442543,-7.90E-05,-0.000134185,5.223107451,0.229906349,0.229906349
396,1,Oct_19,London,0.091481059,0.091564562,-8.35E-05,-0.000141861,5.223107451,0.229906349,0.229906349
414,1,Oct_19,London,0.049141823,0.049189386,-4.76E-05,-8.08E-05,5.223107451,0.229906349,0.229906349
432,1,Oct_19,London,0.058479352,0.05855109,-7.17E-05,-0.000121873,5.223107451,0.229906349,0.229906349
450,1,Oct_19,London,0.013357016,0.013384762,-2.77E-05,-4.71E-05,5.223107451,0.229906349,0.229906349
468,1,Oct_19,London,0.013359396,0.013381998,-2.26E-05,-3.84E-05,5.223107451,0.229906349,0.229906349
486,1,Oct_19,London,0.057302989,0.057337108,-3.41E-05,-5.80E-05,5.223107451,0.229906349,0.229906349
504,1,Oct_19,London,0.087695184,0.087764248,-6.91E-05,-0.00011733,5.223107451,0.229906349,0.229906349
522,1,Oct_19,London,0.061253827,0.06132943,-7.56E-05,-0.000128439,5.223107451,0.229906349,0.229906349
540,1,Oct_19,London,0.078030728,0.078115677,-8.49E-05,-0.000144317,5.223107451,0.229906349,0.229906349
558,1,Oct_19,London,0.065229491,0.065299854,-7.04E-05,-0.000119536,5.223107451,0.229906349,0.229906349
576,1,Oct_19,London,0.026632517,0.026660296,-2.78E-05,-4.72E-05,5.223107451,0.229906349,0.229906349
594,1,Oct_19,London,0.045574043,0.045621123,-4.71E-05,-8.00E-05,5.223107451,0.229906349,0.229906349
612,1,Oct_19,London,0.06625874,0.066330581,-7.18E-05,-0.000122048,5.223107451,0.229906349,0.229906349
630,1,Oct_19,London,0.053383191,0.053458131,-7.49E-05,-0.000127313,5.223107451,0.229906349,0.229906349
648,1,Oct_19,London,0.098720056,0.098767504,-4.74E-05,-8.06E-05,5.223107451,0.229906349,0.229906349
666,1,Oct_19,London,0.081859101,0.081984848,-0.000125747,-0.000213628,5.223107451,0.229906349,0.229906349
684,1,Oct_19,London,0.036796223,0.036804678,-8.46E-06,-1.44E-05,5.223107451,0.229906349,0.229906349
702,1,Oct_19,London,0.097723958,0.097724612,-6.54E-07,-1.11E-06,5.223107451,0.229906349,0.229906349
720,1,Oct_19,London,0.12031546,0.120413102,-9.76E-05,-0.00016588,5.223107451,0.229906349,0.229906349
738,1,Oct_19,London,0.006318411,0.006347393,-2.90E-05,-4.92E-05,5.223107451,0.229906349,0.229906349
756,1,Oct_19,London,0.009719269,0.00975164,-3.24E-05,-5.50E-05,5.223107451,0.229906349,0.229906349
774,1,Oct_19,London,-0.009213433,-0.009203124,-1.03E-05,-1.75E-05,5.223107451,0.229906349,0.229906349
792,1,Oct_19,London,0.031403501,0.03145365,-5.01E-05,-8.52E-05,5.223107451,0.229906349,0.229906349
810,1,Oct_19,London,0.006288928,0.006320048,-3.11E-05,-5.29E-05,5.223107451,0.229906349,0.229906349
828,1,Oct_19,London,0.032565981,0.032621794,-5.58E-05,-9.48E-05,5.223107451,0.229906349,0.229906349
846,1,Oct_19,London,0.010312496,0.010342628,-3.01E-05,-5.12E-05,5.223107451,0.229906349,0.229906349
864,1,Oct_19,London,0.029281359,0.029329967,-4.86E-05,-8.26E-05,5.223107451,0.229906349,0.229906349
882,1,Oct_19,London,0.12310027,0.123179317,-7.90E-05,-0.000134291,5.223107451,0.229906349,0.229906349
900,1,Oct_19,London,0.076559343,0.076653193,-9.39E-05,-0.000159439,5.223107451,0.229906349,0.229906349